Coluna1;year;env;location;rep;plot;gen;check;yield;plant;harvest;lat;lon;elev;row_id
112;2017;S17_2DAR2;ChitedzeDAR;1;4;TIKOLORE;Yes;1479.62;12/18/2017;05/09/2018;-13.983333;33.633333;1097;112
113;2017;S17_2DAR2;ChitedzeDAR;1;5;TGx201419FM;No;1743.16;12/18/2017;05/09/2018;-13.983333;33.633333;1097;113
114;2017;S17_2DAR2;ChitedzeDAR;1;6;TGx200110DM;No;2349.15;12/18/2017;05/09/2018;-13.983333;33.633333;1097;114
115;2017;S17_2DAR2;ChitedzeDAR;1;7;TGx200223DM;No;718.91;12/18/2017;05/09/2018;-13.983333;33.633333;1097;115
116;2017;S17_2DAR2;ChitedzeDAR;1;8;TGx198762F;No;2242.48;12/18/2017;05/09/2018;-13.983333;33.633333;1097;116
117;2017;S17_2DAR2;ChitedzeDAR;1;9;Lukanga;No;1889.34;12/18/2017;05/09/2018;-13.983333;33.633333;1097;117
118;2017;S17_2DAR2;ChitedzeDAR;1;10;TGx20145GM;No;2158.66;12/18/2017;05/09/2018;-13.983333;33.633333;1097;118
119;2017;S17_2DAR2;ChitedzeDAR;1;11;MAKSOY1N;No;1567.23;12/18/2017;05/09/2018;-13.983333;33.633333;1097;119
120;2017;S17_2DAR2;ChitedzeDAR;1;12;MAKSOY3N;No;1083.39;12/18/2017;05/09/2018;-13.983333;33.633333;1097;120
121;2017;S17_2DAR2;ChitedzeDAR;1;13;TGx200214DM;No;1695.5;12/18/2017;05/09/2018;-13.983333;33.633333;1097;121
122;2017;S17_2DAR2;ChitedzeDAR;1;14;Jenguma;No;554.23;12/18/2017;05/09/2018;-13.983333;33.633333;1097;122
123;2017;S17_2DAR2;ChitedzeDAR;1;15;MAKSOY5N;No;2067.96;12/18/2017;05/09/2018;-13.983333;33.633333;1097;123
124;2017;S17_2DAR2;ChitedzeDAR;1;16;TGx20013FM;No;1818.18;12/18/2017;05/09/2018;-13.983333;33.633333;1097;124
125;2017;S17_2DAR2;ChitedzeDAR;1;17;DARS_CHITEDZE4;No;1520.69;12/18/2017;05/09/2018;-13.983333;33.633333;1097;125
126;2017;S17_2DAR2;ChitedzeDAR;1;18;TGx20018DM;No;1616.51;12/18/2017;05/09/2018;-13.983333;33.633333;1097;126
127;2017;S17_2DAR2;ChitedzeDAR;1;19;MAKSOY4N;No;1870.57;12/18/2017;05/09/2018;-13.983333;33.633333;1097;127
128;2017;S17_2DAR2;ChitedzeDAR;1;20;TGx198818F;No;1794.11;12/18/2017;05/09/2018;-13.983333;33.633333;1097;128
129;2017;S17_2DAR2;ChitedzeDAR;1;21;Songda;No;417.7;12/18/2017;05/09/2018;-13.983333;33.633333;1097;129
130;2017;S17_2DAR2;ChitedzeDAR;1;22;MRIDINA;No;2550.51;12/18/2017;05/09/2018;-13.983333;33.633333;1097;130
132;2017;S17_2DAR2;ChitedzeDAR;1;24;S1075693;No;2978.56;12/18/2017;05/09/2018;-13.983333;33.633333;1097;132
134;2017;S17_2DAR2;ChitedzeDAR;1;26;Afayak;No;875.74;12/18/2017;05/09/2018;-13.983333;33.633333;1097;134
135;2017;S17_2DAR2;ChitedzeDAR;1;27;Quarshie;No;1933.93;12/18/2017;05/09/2018;-13.983333;33.633333;1097;135
136;2017;S17_2DAR2;ChitedzeDAR;1;28;NASOKO;Yes;1455.67;12/18/2017;05/09/2018;-13.983333;33.633333;1097;136
138;2017;S17_2DAR2;ChitedzeDAR;1;30;TGx198960F;No;2013.71;12/18/2017;05/09/2018;-13.983333;33.633333;1097;138
139;2017;S17_2DAR2;ChitedzeDAR;1;31;SCSERENADE;No;1987.55;12/18/2017;05/09/2018;-13.983333;33.633333;1097;139
140;2017;S17_2DAR2;ChitedzeDAR;1;32;Kaleya;No;1773.77;12/18/2017;05/09/2018;-13.983333;33.633333;1097;140
141;2017;S17_2DAR2;ChitedzeDAR;1;33;TGx200124DM;No;1688.5;12/18/2017;05/09/2018;-13.983333;33.633333;1097;141
142;2017;S17_2DAR2;ChitedzeDAR;1;34;S107967;No;1730.03;12/18/2017;05/09/2018;-13.983333;33.633333;1097;142
143;2017;S17_2DAR2;ChitedzeDAR;1;35;MAKSOY2N;No;1890.47;12/18/2017;05/09/2018;-13.983333;33.633333;1097;143
144;2017;S17_2DAR2;ChitedzeDAR;1;36;TGx20011DM;No;1830.72;12/18/2017;05/09/2018;-13.983333;33.633333;1097;144
145;2017;S17_2DAR2;ChitedzeDAR;2;37;TGx200124DM;No;3031.03;12/18/2017;05/09/2018;-13.983333;33.633333;1097;145
146;2017;S17_2DAR2;ChitedzeDAR;2;38;Makwacha;Yes;2234.95;12/18/2017;05/09/2018;-13.983333;33.633333;1097;146
147;2017;S17_2DAR2;ChitedzeDAR;2;39;S1141538;No;2847.84;12/18/2017;05/09/2018;-13.983333;33.633333;1097;147
148;2017;S17_2DAR2;ChitedzeDAR;2;40;MAKSOY3N;No;1764.31;12/18/2017;05/09/2018;-13.983333;33.633333;1097;148
150;2017;S17_2DAR2;ChitedzeDAR;2;42;TGx20011DM;No;2477.49;12/18/2017;05/09/2018;-13.983333;33.633333;1097;150
151;2017;S17_2DAR2;ChitedzeDAR;2;43;MAKSOY5N;No;1775.55;12/18/2017;05/09/2018;-13.983333;33.633333;1097;151
152;2017;S17_2DAR2;ChitedzeDAR;2;44;Kaleya;No;1686.88;12/18/2017;05/09/2018;-13.983333;33.633333;1097;152
153;2017;S17_2DAR2;ChitedzeDAR;2;45;SuongPungun;No;1223.45;12/18/2017;05/09/2018;-13.983333;33.633333;1097;153
154;2017;S17_2DAR2;ChitedzeDAR;2;46;S107967;No;2934.82;12/18/2017;05/09/2018;-13.983333;33.633333;1097;154
155;2017;S17_2DAR2;ChitedzeDAR;2;47;TGx198762F;No;2232.87;12/18/2017;05/09/2018;-13.983333;33.633333;1097;155
156;2017;S17_2DAR2;ChitedzeDAR;2;48;DARS_CHITEDZE4;No;2555.24;12/18/2017;05/09/2018;-13.983333;33.633333;1097;156
157;2017;S17_2DAR2;ChitedzeDAR;2;49;MAKSOY1N;No;1442.63;12/18/2017;05/09/2018;-13.983333;33.633333;1097;157
158;2017;S17_2DAR2;ChitedzeDAR;2;50;TGx200223DM;No;1880.77;12/18/2017;05/09/2018;-13.983333;33.633333;1097;158
159;2017;S17_2DAR2;ChitedzeDAR;2;51;SCSERENADE;No;2431.1;12/18/2017;05/09/2018;-13.983333;33.633333;1097;159
160;2017;S17_2DAR2;ChitedzeDAR;2;52;Quarshie;No;660.29;12/18/2017;05/09/2018;-13.983333;33.633333;1097;160
161;2017;S17_2DAR2;ChitedzeDAR;2;53;MRIDINA;No;1662.15;12/18/2017;05/09/2018;-13.983333;33.633333;1097;161
162;2017;S17_2DAR2;ChitedzeDAR;2;54;TGx198818F;No;1956.64;12/18/2017;05/09/2018;-13.983333;33.633333;1097;162
163;2017;S17_2DAR2;ChitedzeDAR;2;55;MAKSOY2N;No;2176.83;12/18/2017;05/09/2018;-13.983333;33.633333;1097;163
164;2017;S17_2DAR2;ChitedzeDAR;2;56;TGx200110DM;No;2678.96;12/18/2017;05/09/2018;-13.983333;33.633333;1097;164
165;2017;S17_2DAR2;ChitedzeDAR;2;57;MAKSOY4N;No;1776.28;12/18/2017;05/09/2018;-13.983333;33.633333;1097;165
166;2017;S17_2DAR2;ChitedzeDAR;2;58;S1075693;No;3348.69;12/18/2017;05/09/2018;-13.983333;33.633333;1097;166
167;2017;S17_2DAR2;ChitedzeDAR;2;59;TIKOLORE;Yes;2314.15;12/18/2017;05/09/2018;-13.983333;33.633333;1097;167
168;2017;S17_2DAR2;ChitedzeDAR;2;60;Jenguma;No;1532.54;12/18/2017;05/09/2018;-13.983333;33.633333;1097;168
169;2017;S17_2DAR2;ChitedzeDAR;2;61;TGx198960F;No;2870.01;12/18/2017;05/09/2018;-13.983333;33.633333;1097;169
170;2017;S17_2DAR2;ChitedzeDAR;2;62;TGx20013FM;No;1625.62;12/18/2017;05/09/2018;-13.983333;33.633333;1097;170
171;2017;S17_2DAR2;ChitedzeDAR;2;63;TGx200214DM;No;2360.82;12/18/2017;05/09/2018;-13.983333;33.633333;1097;171
172;2017;S17_2DAR2;ChitedzeDAR;2;64;Songda;No;369.49;12/18/2017;05/09/2018;-13.983333;33.633333;1097;172
173;2017;S17_2DAR2;ChitedzeDAR;2;65;TGx201419FM;No;2101.78;12/18/2017;05/09/2018;-13.983333;33.633333;1097;173
174;2017;S17_2DAR2;ChitedzeDAR;2;66;TGx20018DM;No;1785.58;12/18/2017;05/09/2018;-13.983333;33.633333;1097;174
175;2017;S17_2DAR2;ChitedzeDAR;2;67;NASOKO;Yes;1773.54;12/18/2017;05/09/2018;-13.983333;33.633333;1097;175
177;2017;S17_2DAR2;ChitedzeDAR;2;69;TGx20145GM;No;1696.14;12/18/2017;05/09/2018;-13.983333;33.633333;1097;177
178;2017;S17_2DAR2;ChitedzeDAR;2;70;Afayak;No;889.93;12/18/2017;05/09/2018;-13.983333;33.633333;1097;178
179;2017;S17_2DAR2;ChitedzeDAR;2;71;S11395120;No;2138.18;12/18/2017;05/09/2018;-13.983333;33.633333;1097;179
180;2017;S17_2DAR2;ChitedzeDAR;2;72;Lukanga;No;1356.33;12/18/2017;05/09/2018;-13.983333;33.633333;1097;180
181;2017;S17_2DAR2;ChitedzeDAR;3;73;TGx200214DM;No;2465.43;12/18/2017;05/09/2018;-13.983333;33.633333;1097;181
182;2017;S17_2DAR2;ChitedzeDAR;3;74;SCSERENADE;No;2287.05;12/18/2017;05/09/2018;-13.983333;33.633333;1097;182
183;2017;S17_2DAR2;ChitedzeDAR;3;75;MRIDINA;No;2236.24;12/18/2017;05/09/2018;-13.983333;33.633333;1097;183
184;2017;S17_2DAR2;ChitedzeDAR;3;76;TGx200223DM;No;1534.48;12/18/2017;05/09/2018;-13.983333;33.633333;1097;184
185;2017;S17_2DAR2;ChitedzeDAR;3;77;MAKSOY3N;No;2173.73;12/18/2017;05/09/2018;-13.983333;33.633333;1097;185
187;2017;S17_2DAR2;ChitedzeDAR;3;79;Lukanga;No;1636.83;12/18/2017;05/09/2018;-13.983333;33.633333;1097;187
188;2017;S17_2DAR2;ChitedzeDAR;3;80;S1075693;No;2505.33;12/18/2017;05/09/2018;-13.983333;33.633333;1097;188
190;2017;S17_2DAR2;ChitedzeDAR;3;82;TGx198960F;No;2031.93;12/18/2017;05/09/2018;-13.983333;33.633333;1097;190
191;2017;S17_2DAR2;ChitedzeDAR;3;83;TGx200124DM;No;1916.43;12/18/2017;05/09/2018;-13.983333;33.633333;1097;191
192;2017;S17_2DAR2;ChitedzeDAR;3;84;TGx198818F;No;1185.43;12/18/2017;05/09/2018;-13.983333;33.633333;1097;192
194;2017;S17_2DAR2;ChitedzeDAR;3;86;TIKOLORE;Yes;1517.59;12/18/2017;05/09/2018;-13.983333;33.633333;1097;194
195;2017;S17_2DAR2;ChitedzeDAR;3;87;MAKSOY5N;No;1601.82;12/18/2017;05/09/2018;-13.983333;33.633333;1097;195
196;2017;S17_2DAR2;ChitedzeDAR;3;88;MAKSOY4N;No;1779.56;12/18/2017;05/09/2018;-13.983333;33.633333;1097;196
197;2017;S17_2DAR2;ChitedzeDAR;3;89;NASOKO;Yes;2124.56;12/18/2017;05/09/2018;-13.983333;33.633333;1097;197
198;2017;S17_2DAR2;ChitedzeDAR;3;90;Makwacha;Yes;1470.38;12/18/2017;05/09/2018;-13.983333;33.633333;1097;198
199;2017;S17_2DAR2;ChitedzeDAR;3;91;Songda;No;444.89;12/18/2017;05/09/2018;-13.983333;33.633333;1097;199
200;2017;S17_2DAR2;ChitedzeDAR;3;92;TGx200110DM;No;1394.52;12/18/2017;05/09/2018;-13.983333;33.633333;1097;200
201;2017;S17_2DAR2;ChitedzeDAR;3;93;Kaleya;No;1332.87;12/18/2017;05/09/2018;-13.983333;33.633333;1097;201
202;2017;S17_2DAR2;ChitedzeDAR;3;94;TGx20145GM;No;2965.94;12/18/2017;05/09/2018;-13.983333;33.633333;1097;202
204;2017;S17_2DAR2;ChitedzeDAR;3;96;DARS_CHITEDZE4;No;2545.31;12/18/2017;05/09/2018;-13.983333;33.633333;1097;204
205;2017;S17_2DAR2;ChitedzeDAR;3;97;Quarshie;No;761.73;12/18/2017;05/09/2018;-13.983333;33.633333;1097;205
206;2017;S17_2DAR2;ChitedzeDAR;3;98;MAKSOY2N;No;1873.03;12/18/2017;05/09/2018;-13.983333;33.633333;1097;206
207;2017;S17_2DAR2;ChitedzeDAR;3;99;Jenguma;No;957.89;12/18/2017;05/09/2018;-13.983333;33.633333;1097;207
208;2017;S17_2DAR2;ChitedzeDAR;3;100;Afayak;No;653.19;12/18/2017;05/09/2018;-13.983333;33.633333;1097;208
209;2017;S17_2DAR2;ChitedzeDAR;3;101;TGx20018DM;No;2424.55;12/18/2017;05/09/2018;-13.983333;33.633333;1097;209
210;2017;S17_2DAR2;ChitedzeDAR;3;102;TGx20013FM;No;2160.92;12/18/2017;05/09/2018;-13.983333;33.633333;1097;210
211;2017;S17_2DAR2;ChitedzeDAR;3;103;S107967;No;2922.26;12/18/2017;05/09/2018;-13.983333;33.633333;1097;211
212;2017;S17_2DAR2;ChitedzeDAR;3;104;TGx201419FM;No;2097.05;12/18/2017;05/09/2018;-13.983333;33.633333;1097;212
213;2017;S17_2DAR2;ChitedzeDAR;3;105;MAKSOY1N;No;1486.31;12/18/2017;05/09/2018;-13.983333;33.633333;1097;213
214;2017;S17_2DAR2;ChitedzeDAR;3;106;SuongPungun;No;1163.79;12/18/2017;05/09/2018;-13.983333;33.633333;1097;214
215;2017;S17_2DAR2;ChitedzeDAR;3;107;TGx20011DM;No;1962.28;12/18/2017;05/09/2018;-13.983333;33.633333;1097;215
216;2017;S17_2DAR2;ChitedzeDAR;3;108;TGx198762F;No;2481.98;12/18/2017;05/09/2018;-13.983333;33.633333;1097;216
433;2017;S17_2LLM7;MtunthamaLLM;1;1;S11395120;No;1882.11;1/15/2018;05/11/2018;-12.95;33.683333;1078;433
434;2017;S17_2LLM7;MtunthamaLLM;1;2;S1075693;No;2182.6;1/15/2018;05/11/2018;-12.95;33.683333;1078;434
435;2017;S17_2LLM7;MtunthamaLLM;1;3;TGx200110DM;No;2089.73;1/15/2018;05/11/2018;-12.95;33.683333;1078;435
436;2017;S17_2LLM7;MtunthamaLLM;1;4;TGx20013FM;No;1014.1;1/15/2018;05/11/2018;-12.95;33.683333;1078;436
437;2017;S17_2LLM7;MtunthamaLLM;1;5;NASOKO;Yes;1687.62;1/15/2018;05/11/2018;-12.95;33.683333;1078;437
438;2017;S17_2LLM7;MtunthamaLLM;1;6;SuongPungun;No;479.9;1/15/2018;05/11/2018;-12.95;33.683333;1078;438
439;2017;S17_2LLM7;MtunthamaLLM;1;7;TGx200124DM;No;2010.64;1/15/2018;05/11/2018;-12.95;33.683333;1078;439
440;2017;S17_2LLM7;MtunthamaLLM;1;8;MAKSOY5N;No;2064.95;1/15/2018;05/11/2018;-12.95;33.683333;1078;440
441;2017;S17_2LLM7;MtunthamaLLM;1;9;Quarshie;No;1573.63;1/15/2018;05/11/2018;-12.95;33.683333;1078;441
442;2017;S17_2LLM7;MtunthamaLLM;1;10;Afayak;No;1026;1/15/2018;05/11/2018;-12.95;33.683333;1078;442
443;2017;S17_2LLM7;MtunthamaLLM;1;11;SalintuyaI;No;1164.9;1/15/2018;05/11/2018;-12.95;33.683333;1078;443
444;2017;S17_2LLM7;MtunthamaLLM;1;12;Makwacha;Yes;1932.52;1/15/2018;05/11/2018;-12.95;33.683333;1078;444
445;2017;S17_2LLM7;MtunthamaLLM;1;13;TGx198818F;No;2373.12;1/15/2018;05/11/2018;-12.95;33.683333;1078;445
447;2017;S17_2LLM7;MtunthamaLLM;1;15;SCSERENADE;No;1701.83;1/15/2018;05/11/2018;-12.95;33.683333;1078;447
448;2017;S17_2LLM7;MtunthamaLLM;1;16;TGx20018DM;No;2197.75;1/15/2018;05/11/2018;-12.95;33.683333;1078;448
449;2017;S17_2LLM7;MtunthamaLLM;1;17;TGx20011DM;No;2115.08;1/15/2018;05/11/2018;-12.95;33.683333;1078;449
450;2017;S17_2LLM7;MtunthamaLLM;1;18;S107967;No;2061.76;1/15/2018;05/11/2018;-12.95;33.683333;1078;450
451;2017;S17_2LLM7;MtunthamaLLM;1;19;TGx200214DM;No;1814.62;1/15/2018;05/11/2018;-12.95;33.683333;1078;451
452;2017;S17_2LLM7;MtunthamaLLM;1;20;MAKSOY4N;No;624.49;1/15/2018;05/11/2018;-12.95;33.683333;1078;452
453;2017;S17_2LLM7;MtunthamaLLM;1;21;MAKSOY2N;No;1968.99;1/15/2018;05/11/2018;-12.95;33.683333;1078;453
455;2017;S17_2LLM7;MtunthamaLLM;1;23;TIKOLORE;Yes;2254.11;1/15/2018;05/11/2018;-12.95;33.683333;1078;455
457;2017;S17_2LLM7;MtunthamaLLM;1;25;DARS_CHITEDZE4;No;2151.68;1/15/2018;05/11/2018;-12.95;33.683333;1078;457
458;2017;S17_2LLM7;MtunthamaLLM;1;26;TGx200223DM;No;1447.3;1/15/2018;05/11/2018;-12.95;33.683333;1078;458
459;2017;S17_2LLM7;MtunthamaLLM;1;27;S1141538;No;1493.92;1/15/2018;05/11/2018;-12.95;33.683333;1078;459
460;2017;S17_2LLM7;MtunthamaLLM;1;28;TGx20145GM;No;1127.36;1/15/2018;05/11/2018;-12.95;33.683333;1078;460
461;2017;S17_2LLM7;MtunthamaLLM;1;29;Jenguma;No;82.39;1/15/2018;05/11/2018;-12.95;33.683333;1078;461
463;2017;S17_2LLM7;MtunthamaLLM;1;31;MAKSOY3N;No;1707.4;1/15/2018;05/11/2018;-12.95;33.683333;1078;463
464;2017;S17_2LLM7;MtunthamaLLM;1;32;Lukanga;No;1573.45;1/15/2018;05/11/2018;-12.95;33.683333;1078;464
465;2017;S17_2LLM7;MtunthamaLLM;1;33;MAKSOY1N;No;1415.17;1/15/2018;05/11/2018;-12.95;33.683333;1078;465
466;2017;S17_2LLM7;MtunthamaLLM;1;34;Songda;No;1273.66;1/15/2018;05/11/2018;-12.95;33.683333;1078;466
467;2017;S17_2LLM7;MtunthamaLLM;1;35;Kaleya;No;1919.81;1/15/2018;05/11/2018;-12.95;33.683333;1078;467
468;2017;S17_2LLM7;MtunthamaLLM;1;36;TGx201419FM;No;2371.03;1/15/2018;05/11/2018;-12.95;33.683333;1078;468
469;2017;S17_2LLM7;MtunthamaLLM;2;37;TGx201419FM;No;2313.81;1/15/2018;05/11/2018;-12.95;33.683333;1078;469
470;2017;S17_2LLM7;MtunthamaLLM;2;38;MAKSOY3N;No;768.3;1/15/2018;05/11/2018;-12.95;33.683333;1078;470
471;2017;S17_2LLM7;MtunthamaLLM;2;39;TGx198818F;No;2117.35;1/15/2018;05/11/2018;-12.95;33.683333;1078;471
472;2017;S17_2LLM7;MtunthamaLLM;2;40;MAKSOY4N;No;1716.83;1/15/2018;05/11/2018;-12.95;33.683333;1078;472
473;2017;S17_2LLM7;MtunthamaLLM;2;41;Makwacha;Yes;1686.83;1/15/2018;05/11/2018;-12.95;33.683333;1078;473
474;2017;S17_2LLM7;MtunthamaLLM;2;42;NASOKO;Yes;1839.33;1/15/2018;05/11/2018;-12.95;33.683333;1078;474
476;2017;S17_2LLM7;MtunthamaLLM;2;44;MAKSOY2N;No;1609.21;1/15/2018;05/11/2018;-12.95;33.683333;1078;476
477;2017;S17_2LLM7;MtunthamaLLM;2;45;TGx20145GM;No;1622.02;1/15/2018;05/11/2018;-12.95;33.683333;1078;477
479;2017;S17_2LLM7;MtunthamaLLM;2;47;MAKSOY5N;No;1623.85;1/15/2018;05/11/2018;-12.95;33.683333;1078;479
481;2017;S17_2LLM7;MtunthamaLLM;2;49;TGx200124DM;No;1101.11;1/15/2018;05/11/2018;-12.95;33.683333;1078;481
482;2017;S17_2LLM7;MtunthamaLLM;2;50;SalintuyaI;No;868.18;1/15/2018;05/11/2018;-12.95;33.683333;1078;482
483;2017;S17_2LLM7;MtunthamaLLM;2;51;TGx198762F;No;2153.92;1/15/2018;05/11/2018;-12.95;33.683333;1078;483
484;2017;S17_2LLM7;MtunthamaLLM;2;52;S107967;No;2681.94;1/15/2018;05/11/2018;-12.95;33.683333;1078;484
485;2017;S17_2LLM7;MtunthamaLLM;2;53;S1141538;No;2157.15;1/15/2018;05/11/2018;-12.95;33.683333;1078;485
486;2017;S17_2LLM7;MtunthamaLLM;2;54;Quarshie;No;1713.43;1/15/2018;05/11/2018;-12.95;33.683333;1078;486
487;2017;S17_2LLM7;MtunthamaLLM;2;55;S1075693;No;2489.58;1/15/2018;05/11/2018;-12.95;33.683333;1078;487
488;2017;S17_2LLM7;MtunthamaLLM;2;56;TIKOLORE;Yes;2202.66;1/15/2018;05/11/2018;-12.95;33.683333;1078;488
489;2017;S17_2LLM7;MtunthamaLLM;2;57;SCSERENADE;No;1761.02;1/15/2018;05/11/2018;-12.95;33.683333;1078;489
491;2017;S17_2LLM7;MtunthamaLLM;2;59;Afayak;No;844.43;1/15/2018;05/11/2018;-12.95;33.683333;1078;491
492;2017;S17_2LLM7;MtunthamaLLM;2;60;TGx20013FM;No;2197.88;1/15/2018;05/11/2018;-12.95;33.683333;1078;492
493;2017;S17_2LLM7;MtunthamaLLM;2;61;TGx20018DM;No;1789.15;1/15/2018;05/11/2018;-12.95;33.683333;1078;493
495;2017;S17_2LLM7;MtunthamaLLM;2;63;MAKSOY1N;No;1327.62;1/15/2018;05/11/2018;-12.95;33.683333;1078;495
496;2017;S17_2LLM7;MtunthamaLLM;2;64;TGx200223DM;No;2317.89;1/15/2018;05/11/2018;-12.95;33.683333;1078;496
497;2017;S17_2LLM7;MtunthamaLLM;2;65;MRIDINA;No;2584.32;1/15/2018;05/11/2018;-12.95;33.683333;1078;497
498;2017;S17_2LLM7;MtunthamaLLM;2;66;TGx200110DM;No;2396.32;1/15/2018;05/11/2018;-12.95;33.683333;1078;498
499;2017;S17_2LLM7;MtunthamaLLM;2;67;Lukanga;No;1360.97;1/15/2018;05/11/2018;-12.95;33.683333;1078;499
500;2017;S17_2LLM7;MtunthamaLLM;2;68;S11395120;No;2692.99;1/15/2018;05/11/2018;-12.95;33.683333;1078;500
501;2017;S17_2LLM7;MtunthamaLLM;2;69;Kaleya;No;1975.97;1/15/2018;05/11/2018;-12.95;33.683333;1078;501
502;2017;S17_2LLM7;MtunthamaLLM;2;70;TGx20011DM;No;1398.12;1/15/2018;05/11/2018;-12.95;33.683333;1078;502
503;2017;S17_2LLM7;MtunthamaLLM;2;71;DARS_CHITEDZE4;No;2523.21;1/15/2018;05/11/2018;-12.95;33.683333;1078;503
504;2017;S17_2LLM7;MtunthamaLLM;2;72;TGx200214DM;No;735.28;1/15/2018;05/11/2018;-12.95;33.683333;1078;504
505;2017;S17_2LLM7;MtunthamaLLM;3;73;TGx200124DM;No;1477.77;1/15/2018;05/11/2018;-12.95;33.683333;1078;505
506;2017;S17_2LLM7;MtunthamaLLM;3;74;MAKSOY3N;No;1712.29;1/15/2018;05/11/2018;-12.95;33.683333;1078;506
507;2017;S17_2LLM7;MtunthamaLLM;3;75;S11395120;No;1364.9;1/15/2018;05/11/2018;-12.95;33.683333;1078;507
508;2017;S17_2LLM7;MtunthamaLLM;3;76;TGx198818F;No;1450.24;1/15/2018;05/11/2018;-12.95;33.683333;1078;508
510;2017;S17_2LLM7;MtunthamaLLM;3;78;TIKOLORE;Yes;2362.76;1/15/2018;05/11/2018;-12.95;33.683333;1078;510
511;2017;S17_2LLM7;MtunthamaLLM;3;79;Lukanga;No;2217.1;1/15/2018;05/11/2018;-12.95;33.683333;1078;511
512;2017;S17_2LLM7;MtunthamaLLM;3;80;Afayak;No;683.05;1/15/2018;05/11/2018;-12.95;33.683333;1078;512
513;2017;S17_2LLM7;MtunthamaLLM;3;81;MAKSOY2N;No;1582.48;1/15/2018;05/11/2018;-12.95;33.683333;1078;513
514;2017;S17_2LLM7;MtunthamaLLM;3;82;TGx20145GM;No;1737.13;1/15/2018;05/11/2018;-12.95;33.683333;1078;514
515;2017;S17_2LLM7;MtunthamaLLM;3;83;Kaleya;No;1732.41;1/15/2018;05/11/2018;-12.95;33.683333;1078;515
516;2017;S17_2LLM7;MtunthamaLLM;3;84;Makwacha;Yes;1905.91;1/15/2018;05/11/2018;-12.95;33.683333;1078;516
517;2017;S17_2LLM7;MtunthamaLLM;3;85;TGx200223DM;No;1490.21;1/15/2018;05/11/2018;-12.95;33.683333;1078;517
518;2017;S17_2LLM7;MtunthamaLLM;3;86;SalintuyaI;No;1171.79;1/15/2018;05/11/2018;-12.95;33.683333;1078;518
519;2017;S17_2LLM7;MtunthamaLLM;3;87;NASOKO;Yes;1485.89;1/15/2018;05/11/2018;-12.95;33.683333;1078;519
520;2017;S17_2LLM7;MtunthamaLLM;3;88;TGx200110DM;No;2516.45;1/15/2018;05/11/2018;-12.95;33.683333;1078;520
521;2017;S17_2LLM7;MtunthamaLLM;3;89;SCSERENADE;No;1113.53;1/15/2018;05/11/2018;-12.95;33.683333;1078;521
522;2017;S17_2LLM7;MtunthamaLLM;3;90;S1141538;No;1778.39;1/15/2018;05/11/2018;-12.95;33.683333;1078;522
523;2017;S17_2LLM7;MtunthamaLLM;3;91;S1075693;No;1397.21;1/15/2018;05/11/2018;-12.95;33.683333;1078;523
524;2017;S17_2LLM7;MtunthamaLLM;3;92;TGx198762F;No;1580.61;1/15/2018;05/11/2018;-12.95;33.683333;1078;524
525;2017;S17_2LLM7;MtunthamaLLM;3;93;TGx20018DM;No;1188.74;1/15/2018;05/11/2018;-12.95;33.683333;1078;525
526;2017;S17_2LLM7;MtunthamaLLM;3;94;Jenguma;No;163.57;1/15/2018;05/11/2018;-12.95;33.683333;1078;526
528;2017;S17_2LLM7;MtunthamaLLM;3;96;MAKSOY5N;No;1675.88;1/15/2018;05/11/2018;-12.95;33.683333;1078;528
531;2017;S17_2LLM7;MtunthamaLLM;3;99;MAKSOY4N;No;1270.37;1/15/2018;05/11/2018;-12.95;33.683333;1078;531
534;2017;S17_2LLM7;MtunthamaLLM;3;102;Songda;No;1068.16;1/15/2018;05/11/2018;-12.95;33.683333;1078;534
536;2017;S17_2LLM7;MtunthamaLLM;3;104;Quarshie;No;1807.27;1/15/2018;05/11/2018;-12.95;33.683333;1078;536
537;2017;S17_2LLM7;MtunthamaLLM;3;105;TGx200214DM;No;1788.83;1/15/2018;05/11/2018;-12.95;33.683333;1078;537
538;2017;S17_2LLM7;MtunthamaLLM;3;106;TGx20011DM;No;852.95;1/15/2018;05/11/2018;-12.95;33.683333;1078;538
539;2017;S17_2LLM7;MtunthamaLLM;3;107;TGx20013FM;No;840.71;1/15/2018;05/11/2018;-12.95;33.683333;1078;539
541;2017;S17_2PYX3;ChilangaPYX;1;1;Quarshie;No;1131.54;12/21/2017;5/25/2018;-12.933333;33.466667;972;541
542;2017;S17_2PYX3;ChilangaPYX;1;2;TGx20145GM;No;1650.99;12/21/2017;5/25/2018;-12.933333;33.466667;972;542
543;2017;S17_2PYX3;ChilangaPYX;1;3;TGx198818F;No;2155.85;12/21/2017;5/25/2018;-12.933333;33.466667;972;543
544;2017;S17_2PYX3;ChilangaPYX;1;4;NASOKO;Yes;1904.6;12/21/2017;5/25/2018;-12.933333;33.466667;972;544
546;2017;S17_2PYX3;ChilangaPYX;1;6;MAKSOY3N;No;1948.99;12/21/2017;5/25/2018;-12.933333;33.466667;972;546
547;2017;S17_2PYX3;ChilangaPYX;1;7;S11395120;No;1801.25;12/21/2017;5/25/2018;-12.933333;33.466667;972;547
548;2017;S17_2PYX3;ChilangaPYX;1;8;S1141538;No;1603.64;12/21/2017;5/25/2018;-12.933333;33.466667;972;548
