country;year;season;env;location;rep;plot;gen;check;yield;prot;oil;plant;harvest;lat;lon;elev
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;11;A773;No;1747.6;45.45;22.67;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;12;SNKGM011;No;1444.8;41.86;23.02;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;13;S882;No;1632.4;44.51;19.99;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;14;S121955;No;1243.7;47.04;21.56;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;15;K872;No;1504.3;43.65;20.94;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;16;IBIS2000;No;NA;NA;NA;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;17;N390;No;NA;NA;NA;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;18;TGx201416FM;No;2526.8;44.3;21.92;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;19;Lukanga;No;2101;41.9;23.31;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;20;SNKGM004;No;1755.2;43.45;21.53;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;21;SNKGM003;No;1241.2;44.64;21.32;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;22;EGRET;No;1657.7;46.79;21.48;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;23;TGx199122F;No;2681.5;44.45;20.07;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;24;LD112170;No;1392.6;44.66;22.47;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;25;BlackHawk;No;NA;NA;NA;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;26;TGx20013FM;No;1049.8;41.09;23.43;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;27;SCS1;No;1912.1;39.84;24.14;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;28;KNSOY002EAI3600;No;1600.2;41.76;22.34;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;29;SNKGM001;No;1554.2;46.19;23.44;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;30;S132743;No;1540.5;42.7;23.24;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;31;S1120242;No;NA;NA;NA;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;32;HERON;No;1828.9;44.46;21.44;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;33;S133851;No;1587;44.8;22.36;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;34;O253;No;1385;46.36;20.81;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;35;SB8DPSB8;No;1914.7;44.5;19.01;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;36;S1150522;No;1696.8;43.66;22.23;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;37;KNSOY001Nyala;No;1494.3;44.45;21.29;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;38;Dundee;No;1725.7;39.5;22.44;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;39;S107967;No;2670.6;44.33;22.3;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;1;40;KNSOY006Gazelle;No;1840.6;43.39;23.95;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;41;SSS500;No;1617.3;45.14;21.21;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;42;L342;No;NA;NA;NA;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;43;S1150522;No;1440.5;45.98;21.66;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;44;O253;No;1594.8;45.85;19.86;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;45;SNKGM003;No;1372.2;43.03;21.16;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;46;TIKOLORE;Yes;1989.4;44.41;19.76;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;47;T267;No;1597.2;44.96;20.89;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;48;EGRET;No;2373.1;44.77;21.32;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;49;S882;No;1507.9;45.45;19.49;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;50;N390;No;NA;NA;NA;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;51;BlackHawk;No;1219.3;43.3;21.51;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;52;S1120242;No;1276.4;43.22;22.51;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;53;SNKGM001;No;1714.9;43.42;21.42;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;54;Lukanga;No;2204.2;41.2;22.93;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;55;SNKGM011;No;1431.9;42.85;22.65;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;56;Dundee;No;1984.1;41.53;22.74;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;57;CLARK63K;No;1599.1;44.59;21.04;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;58;SCS1;No;2058.3;43.32;22.67;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;59;IBIS2000;No;1957.9;44.4;21.25;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;60;S133851;No;1739.3;42.54;22.04;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;61;S1187537;No;1531.8;45.01;21.54;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;62;TGx20013FM;No;1383.8;41.99;21.46;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;63;TGx199122F;No;1716.8;44.48;19.87;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;64;SNKGM002;No;1393.5;46.08;22.4;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;65;K872;No;1670.8;44.09;20.36;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;66;M667;No;1493.2;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;67;A773;No;1146.7;44.23;22.98;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;68;KNSOY001Nyala;No;1704.1;44;21.92;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;69;LD12459;No;1207.6;43.61;23.11;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;70;SB8DPSB8;No;1056;45.33;18.96;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;71;HERON;No;1419.7;44.2;22.02;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;72;H296;No;1221.2;40.88;23.48;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;73;KNSOY006Gazelle;No;NA;NA;NA;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;74;TGx201416FM;No;1823.1;40.69;23.61;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;75;S107967;No;1709.4;44.42;22.4;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;76;S121955;No;1803.4;43.39;21.34;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;77;KNSOY002EAI3600;No;1731.6;43.06;23.76;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;78;S132743;No;2145.5;40.53;23.03;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;79;SNKGM004;No;1145.8;44.01;21.45;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;2;80;LD112170;No;1265.3;43.42;22.53;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;81;S1120242;No;1641.7;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;82;K872;No;2073;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;83;T267;No;1844.5;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;84;LD112170;No;1215.3;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;85;KNSOY006Gazelle;No;1262.9;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;86;SNKGM004;No;1488.4;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;87;CLARK63K;No;1720.2;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;88;BlackHawk;No;1476.6;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;89;M667;No;1528.9;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;90;KNSOY002EAI3600;No;1273.1;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;91;EGRET;No;2152.7;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;92;SNKGM011;No;1320.7;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;93;S133851;No;2740.5;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;94;S1187537;No;2277.4;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;95;S107967;No;2133.5;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;96;LD12459;No;1290.5;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;97;S1150522;No;3054.1;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;98;TIKOLORE;Yes;1987.2;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;99;Lukanga;No;2453;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;100;TGx20013FM;No;1271.1;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;101;IBIS2000;No;1867;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;102;S121955;No;2468.8;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;103;SNKGM001;No;1749.3;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;104;L342;No;1527.2;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;105;H296;No;1305;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;106;KNSOY001Nyala;No;1278.6;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;107;S882;No;2336.7;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;108;SCS1;No;2349.5;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;109;SNKGM003;No;1449.7;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;110;HERON;No;1934.4;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;111;A773;No;1575.5;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;112;TGx201416FM;No;1774.6;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;113;TGx199122F;No;2302.9;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;114;O253;No;1740.1;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;115;Dundee;No;1378.3;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;116;SNKGM002;No;1653;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;117;SB8DPSB8;No;1439;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;118;S132743;No;1002.5;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;119;N390;No;1351.9;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_DAR2;DomasiDAR;3;120;SSS500;No;1698.2;0;0;7/15/2019;12/15/2019;-15.22135;35.4907167;609
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;1;KNSOY006Gazelle;No;1942;37.69;22.21;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;2;LD12459;No;1733.3;38.17;22.95;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;3;N390;No;NA;NA;NA;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;4;SNKGM004;No;1855.5;37.26;23.1;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;5;S882;No;2171.1;40.78;21.81;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;6;TGx199122F;No;303;41.39;19.18;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;7;S107967;No;1825.7;39.42;21.26;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;8;K872;No;1950.8;37.16;21.83;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;9;KNSOY001Nyala;No;2545.6;37.61;22.19;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;10;KNSOY002EAI3600;No;2019.7;38.08;24;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;11;S1187537;No;NA;NA;NA;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;12;TGx20013FM;No;2673.8;37.23;22.14;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;13;A773;No;1396.4;39.92;21.25;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;14;S1120242;No;2907.5;38.15;22.48;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;15;BlackHawk;No;1851.1;34.86;23.07;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;16;S132743;No;1188.7;34.96;23.65;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;17;SSS500;No;2302.5;37.37;22.9;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;18;T267;No;2694.2;39.42;23.27;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;19;L342;No;NA;NA;NA;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;20;SNKGM011;No;1754.1;39.12;23.05;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;21;EGRET;No;2110.1;40.78;23.06;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;22;SNKGM003;No;1525.6;39.62;22.4;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;23;SB8DPSB8;No;2302.3;41.68;20.89;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;24;S133851;No;3281.1;38.92;22.25;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;25;Lukanga;No;2621.1;35.56;23.12;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;26;SCS1;No;3562.8;37.88;21.92;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;27;LD112170;No;951.7;32.97;24.79;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;28;Dundee;No;2664;37.59;22.39;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;29;SNKGM001;No;1526.6;39.41;22.32;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;30;IBIS2000;No;2656;39.7;21.73;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;31;S1150522;No;2993.5;39.44;22.33;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;32;S121955;No;1194.7;33.97;24.8;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;33;M667;No;NA;NA;NA;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;34;SNKGM002;No;926.7;39.21;22.33;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;35;HERON;No;NA;NA;NA;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;36;TIKOLORE;Yes;2934.1;40.67;20.29;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;37;H296;No;2870;41.3;21.44;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;38;CLARK63K;No;2689.2;39.52;22.91;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;39;O253;No;2294.5;37.61;21.34;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;1;40;TGx201416FM;No;2701;38.48;21.95;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;41;TGx201416FM;No;3075.6;39.07;21.38;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;42;A773;No;2690.9;37.16;23.55;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;43;K872;No;1906.8;39.18;21.19;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;44;S882;No;2563.9;42.07;20.25;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;45;Dundee;No;1690.9;38.77;22.11;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;46;BlackHawk;No;2348.3;37.66;22.42;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;47;O253;No;1709.5;37.79;22.11;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;48;KNSOY006Gazelle;No;2543.6;38.35;23.44;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;49;SNKGM011;No;1212.7;36.87;23.86;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;50;M667;No;NA;NA;NA;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;51;SNKGM001;No;1339.9;38.04;23.8;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;52;TIKOLORE;Yes;1913.6;39.6;20.95;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;53;KNSOY002EAI3600;No;1124.2;38.45;23.72;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;54;S133851;No;3650.4;39.18;22.04;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;55;L342;No;NA;NA;NA;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;56;S107967;No;2780;39.55;20.84;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;57;SSS500;No;3606.2;37.43;22.11;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;58;Lukanga;No;4319.1;36.6;22.64;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;59;S1120242;No;3089.1;38.27;23.2;6/25/2019;2020-11-01;-13.25084;33.36922;1083
Malawi;2019;1;S19_1_MW_PYX3;MpalePYX;2;60;S121955;No;1419.4;37.15;23;6/25/2019;2020-11-01;-13.25084;33.36922;1083
