year;env;location;rep;plot;gen;check;yield;plant;harvest;lat;lon;elev;row_id
2017;S17_2_MW_DAR1;ChitalaDAR;1;1;Songda;No;1395.27;12/19/2017;5/29/2018;-13.666667;34.25;606;1
2017;S17_2_MW_DAR1;ChitalaDAR;1;2;TGx198818F;No;1158.77;12/19/2017;5/29/2018;-13.666667;34.25;606;2
2017;S17_2_MW_DAR1;ChitalaDAR;1;3;SalintuyaI;No;1228.41;12/19/2017;5/29/2018;-13.666667;34.25;606;3
2017;S17_2_MW_DAR1;ChitalaDAR;1;4;TIKOLORE;Yes;1220.37;12/19/2017;5/29/2018;-13.666667;34.25;606;4
2017;S17_2_MW_DAR1;ChitalaDAR;1;5;Makwacha;Yes;1189.05;12/19/2017;5/29/2018;-13.666667;34.25;606;5
2017;S17_2_MW_DAR1;ChitalaDAR;1;6;NASOKO;Yes;1115.99;12/19/2017;5/29/2018;-13.666667;34.25;606;6
2017;S17_2_MW_DAR1;ChitalaDAR;1;7;TGx198960F;No;1324.31;12/19/2017;5/29/2018;-13.666667;34.25;606;7
2017;S17_2_MW_DAR1;ChitalaDAR;1;8;Kaleya;No;774.41;12/19/2017;5/29/2018;-13.666667;34.25;606;8
2017;S17_2_MW_DAR1;ChitalaDAR;1;9;TGx20011DM;No;756.68;12/19/2017;5/29/2018;-13.666667;34.25;606;9
2017;S17_2_MW_DAR1;ChitalaDAR;1;10;MAKSOY3N;No;1353.38;12/19/2017;5/29/2018;-13.666667;34.25;606;10
2017;S17_2_MW_DAR1;ChitalaDAR;1;11;MAKSOY4N;No;987.65;12/19/2017;5/29/2018;-13.666667;34.25;606;11
2017;S17_2_MW_DAR1;ChitalaDAR;1;12;S11395120;No;1461.32;12/19/2017;5/29/2018;-13.666667;34.25;606;12
2017;S17_2_MW_DAR1;ChitalaDAR;1;13;TGx200113DM;No;1272.65;12/19/2017;5/29/2018;-13.666667;34.25;606;13
2017;S17_2_MW_DAR1;ChitalaDAR;1;14;MRIDINA;No;1354.8;12/19/2017;5/29/2018;-13.666667;34.25;606;14
2017;S17_2_MW_DAR1;ChitalaDAR;1;15;SCSERENADE;No;1025.1;12/19/2017;5/29/2018;-13.666667;34.25;606;15
2017;S17_2_MW_DAR1;ChitalaDAR;1;16;TGx200124DM;No;961.67;12/19/2017;5/29/2018;-13.666667;34.25;606;16
2017;S17_2_MW_DAR1;ChitalaDAR;1;17;TGx198762F;No;859.53;12/19/2017;5/29/2018;-13.666667;34.25;606;17
2017;S17_2_MW_DAR1;ChitalaDAR;1;18;TGx199122F;No;1497.61;12/19/2017;5/29/2018;-13.666667;34.25;606;18
2017;S17_2_MW_DAR1;ChitalaDAR;1;19;Afayak;No;785.69;12/19/2017;5/29/2018;-13.666667;34.25;606;19
2017;S17_2_MW_DAR1;ChitalaDAR;1;20;S1075693;No;1899.84;12/19/2017;5/29/2018;-13.666667;34.25;606;20
2017;S17_2_MW_DAR1;ChitalaDAR;1;21;TGx200110DM;No;2088.33;12/19/2017;5/29/2018;-13.666667;34.25;606;21
2017;S17_2_MW_DAR1;ChitalaDAR;1;22;S107967;No;1369.7;12/19/2017;5/29/2018;-13.666667;34.25;606;22
2017;S17_2_MW_DAR1;ChitalaDAR;1;23;TGx200214DM;No;1232.31;12/19/2017;5/29/2018;-13.666667;34.25;606;23
2017;S17_2_MW_DAR1;ChitalaDAR;1;24;Jenguma;No;434.26;12/19/2017;5/29/2018;-13.666667;34.25;606;24
2017;S17_2_MW_DAR1;ChitalaDAR;1;25;TGx20013FM;No;995.07;12/19/2017;5/29/2018;-13.666667;34.25;606;25
2017;S17_2_MW_DAR1;ChitalaDAR;1;26;Quarshie;No;1298.75;12/19/2017;5/29/2018;-13.666667;34.25;606;26
2017;S17_2_MW_DAR1;ChitalaDAR;1;27;TGx20145GM;No;931.72;12/19/2017;5/29/2018;-13.666667;34.25;606;27
2017;S17_2_MW_DAR1;ChitalaDAR;1;28;TGx200223DM;No;1312.64;12/19/2017;5/29/2018;-13.666667;34.25;606;28
2017;S17_2_MW_DAR1;ChitalaDAR;1;30;SuongPungun;No;33.46;12/19/2017;5/29/2018;-13.666667;34.25;606;30
2017;S17_2_MW_DAR1;ChitalaDAR;1;31;TGx201419FM;No;;12/19/2017;5/29/2018;-13.666667;34.25;606;31
2017;S17_2_MW_DAR1;ChitalaDAR;1;32;MAKSOY2N;No;871.26;12/19/2017;5/29/2018;-13.666667;34.25;606;32
2017;S17_2_MW_DAR1;ChitalaDAR;1;33;Lukanga;No;1778.78;12/19/2017;5/29/2018;-13.666667;34.25;606;33
2017;S17_2_MW_DAR1;ChitalaDAR;1;34;TGx20018DM;No;880.64;12/19/2017;5/29/2018;-13.666667;34.25;606;34
2017;S17_2_MW_DAR1;ChitalaDAR;1;35;MAKSOY5N;No;1126.63;12/19/2017;5/29/2018;-13.666667;34.25;606;35
2017;S17_2_MW_DAR1;ChitalaDAR;1;36;S1141538;No;519.21;12/19/2017;5/29/2018;-13.666667;34.25;606;36
2017;S17_2_MW_DAR1;ChitalaDAR;2;37;TGx200113DM;No;1168.07;12/19/2017;5/29/2018;-13.666667;34.25;606;37
2017;S17_2_MW_DAR1;ChitalaDAR;2;38;TIKOLORE;Yes;1504.49;12/19/2017;5/29/2018;-13.666667;34.25;606;38
2017;S17_2_MW_DAR1;ChitalaDAR;2;39;TGx199122F;No;1640.06;12/19/2017;5/29/2018;-13.666667;34.25;606;39
2017;S17_2_MW_DAR1;ChitalaDAR;2;40;Lukanga;No;1215.05;12/19/2017;5/29/2018;-13.666667;34.25;606;40
2017;S17_2_MW_DAR1;ChitalaDAR;2;41;TGx198818F;No;1754.17;12/19/2017;5/29/2018;-13.666667;34.25;606;41
2017;S17_2_MW_DAR1;ChitalaDAR;2;42;MRIDINA;No;986.46;12/19/2017;5/29/2018;-13.666667;34.25;606;42
2017;S17_2_MW_DAR1;ChitalaDAR;2;43;S1075693;No;1158.21;12/19/2017;5/29/2018;-13.666667;34.25;606;43
2017;S17_2_MW_DAR1;ChitalaDAR;2;44;TGx198960F;No;1358.73;12/19/2017;5/29/2018;-13.666667;34.25;606;44
2017;S17_2_MW_DAR1;ChitalaDAR;2;45;MAKSOY2N;No;1200.2;12/19/2017;5/29/2018;-13.666667;34.25;606;45
2017;S17_2_MW_DAR1;ChitalaDAR;2;46;Jenguma;No;641.38;12/19/2017;5/29/2018;-13.666667;34.25;606;46
2017;S17_2_MW_DAR1;ChitalaDAR;2;47;S11395120;No;1247.58;12/19/2017;5/29/2018;-13.666667;34.25;606;47
2017;S17_2_MW_DAR1;ChitalaDAR;2;48;MAKSOY1N;No;1195.74;12/19/2017;5/29/2018;-13.666667;34.25;606;48
2017;S17_2_MW_DAR1;ChitalaDAR;2;49;Afayak;No;1231.62;12/19/2017;5/29/2018;-13.666667;34.25;606;49
2017;S17_2_MW_DAR1;ChitalaDAR;2;50;TGx20145GM;No;854.79;12/19/2017;5/29/2018;-13.666667;34.25;606;50
2017;S17_2_MW_DAR1;ChitalaDAR;2;51;TGx20011DM;No;1315.97;12/19/2017;5/29/2018;-13.666667;34.25;606;51
2017;S17_2_MW_DAR1;ChitalaDAR;2;52;TGx20018DM;No;849.17;12/19/2017;5/29/2018;-13.666667;34.25;606;52
2017;S17_2_MW_DAR1;ChitalaDAR;2;53;SuongPungun;No;712.87;12/19/2017;5/29/2018;-13.666667;34.25;606;53
2017;S17_2_MW_DAR1;ChitalaDAR;2;54;NASOKO;Yes;894.19;12/19/2017;5/29/2018;-13.666667;34.25;606;54
2017;S17_2_MW_DAR1;ChitalaDAR;2;55;Kaleya;No;795.82;12/19/2017;5/29/2018;-13.666667;34.25;606;55
2017;S17_2_MW_DAR1;ChitalaDAR;2;56;TGx201419FM;No;1313.04;12/19/2017;5/29/2018;-13.666667;34.25;606;56
2017;S17_2_MW_DAR1;ChitalaDAR;2;57;TGx200124DM;No;1346.34;12/19/2017;5/29/2018;-13.666667;34.25;606;57
2017;S17_2_MW_DAR1;ChitalaDAR;2;58;TGx198762F;No;1264.89;12/19/2017;5/29/2018;-13.666667;34.25;606;58
2017;S17_2_MW_DAR1;ChitalaDAR;2;59;TGx20013FM;No;636.91;12/19/2017;5/29/2018;-13.666667;34.25;606;59
2017;S17_2_MW_DAR1;ChitalaDAR;2;60;Songda;No;861.88;12/19/2017;5/29/2018;-13.666667;34.25;606;60
2017;S17_2_MW_DAR1;ChitalaDAR;2;61;TGx200214DM;No;790.09;12/19/2017;5/29/2018;-13.666667;34.25;606;61
2017;S17_2_MW_DAR1;ChitalaDAR;2;62;Makwacha;Yes;1079.77;12/19/2017;5/29/2018;-13.666667;34.25;606;62
2017;S17_2_MW_DAR1;ChitalaDAR;2;63;Quarshie;No;1025.8;12/19/2017;5/29/2018;-13.666667;34.25;606;63
2017;S17_2_MW_DAR1;ChitalaDAR;2;64;MAKSOY3N;No;1217.75;12/19/2017;5/29/2018;-13.666667;34.25;606;64
2017;S17_2_MW_DAR1;ChitalaDAR;2;65;TGx200110DM;No;1164.13;12/19/2017;5/29/2018;-13.666667;34.25;606;65
2017;S17_2_MW_DAR1;ChitalaDAR;2;66;MAKSOY5N;No;1537.02;12/19/2017;5/29/2018;-13.666667;34.25;606;66
2017;S17_2_MW_DAR1;ChitalaDAR;2;67;SalintuyaI;No;1120.13;12/19/2017;5/29/2018;-13.666667;34.25;606;67
2017;S17_2_MW_DAR1;ChitalaDAR;2;68;MAKSOY4N;No;968.58;12/19/2017;5/29/2018;-13.666667;34.25;606;68
2017;S17_2_MW_DAR1;ChitalaDAR;2;69;S1141538;No;1404.68;12/19/2017;5/29/2018;-13.666667;34.25;606;69
2017;S17_2_MW_DAR1;ChitalaDAR;2;70;TGx200223DM;No;1124.13;12/19/2017;5/29/2018;-13.666667;34.25;606;70
2017;S17_2_MW_DAR1;ChitalaDAR;2;71;S107967;No;754.02;12/19/2017;5/29/2018;-13.666667;34.25;606;71
2017;S17_2_MW_DAR1;ChitalaDAR;2;72;SCSERENADE;No;485;12/19/2017;5/29/2018;-13.666667;34.25;606;72
2017;S17_2_MW_DAR1;ChitalaDAR;3;73;MAKSOY3N;No;890.32;12/19/2017;5/29/2018;-13.666667;34.25;606;73
2017;S17_2_MW_DAR1;ChitalaDAR;3;74;TGx198762F;No;1094.67;12/19/2017;5/29/2018;-13.666667;34.25;606;74
2017;S17_2_MW_DAR1;ChitalaDAR;3;75;TGx200223DM;No;1203.91;12/19/2017;5/29/2018;-13.666667;34.25;606;75
2017;S17_2_MW_DAR1;ChitalaDAR;3;76;Kaleya;No;1636.76;12/19/2017;5/29/2018;-13.666667;34.25;606;76
2017;S17_2_MW_DAR1;ChitalaDAR;3;77;S1075693;No;1922.26;12/19/2017;5/29/2018;-13.666667;34.25;606;77
2017;S17_2_MW_DAR1;ChitalaDAR;3;78;Lukanga;No;1733.59;12/19/2017;5/29/2018;-13.666667;34.25;606;78
2017;S17_2_MW_DAR1;ChitalaDAR;3;79;TGx20018DM;No;1618.03;12/19/2017;5/29/2018;-13.666667;34.25;606;79
2017;S17_2_MW_DAR1;ChitalaDAR;3;80;TGx200214DM;No;1198.9;12/19/2017;5/29/2018;-13.666667;34.25;606;80
2017;S17_2_MW_DAR1;ChitalaDAR;3;81;Jenguma;No;624.7;12/19/2017;5/29/2018;-13.666667;34.25;606;81
2017;S17_2_MW_DAR1;ChitalaDAR;3;82;TGx20145GM;No;562.06;12/19/2017;5/29/2018;-13.666667;34.25;606;82
2017;S17_2_MW_DAR1;ChitalaDAR;3;83;TGx198960F;No;2169.27;12/19/2017;5/29/2018;-13.666667;34.25;606;83
2017;S17_2_MW_DAR1;ChitalaDAR;3;84;SalintuyaI;No;1302.6;12/19/2017;5/29/2018;-13.666667;34.25;606;84
2017;S17_2_MW_DAR1;ChitalaDAR;3;86;S107967;No;1559.06;12/19/2017;5/29/2018;-13.666667;34.25;606;86
2017;S17_2_MW_DAR1;ChitalaDAR;3;87;Makwacha;Yes;1101.62;12/19/2017;5/29/2018;-13.666667;34.25;606;87
2017;S17_2_MW_DAR1;ChitalaDAR;3;88;TGx199122F;No;1216;12/19/2017;5/29/2018;-13.666667;34.25;606;88
2017;S17_2_MW_DAR1;ChitalaDAR;3;92;MRIDINA;No;1339.89;12/19/2017;5/29/2018;-13.666667;34.25;606;92
2017;S17_2_MW_DAR1;ChitalaDAR;3;93;TIKOLORE;Yes;1442.36;12/19/2017;5/29/2018;-13.666667;34.25;606;93
2017;S17_2_MW_DAR1;ChitalaDAR;3;94;MAKSOY5N;No;2259.14;12/19/2017;5/29/2018;-13.666667;34.25;606;94
2017;S17_2_MW_DAR1;ChitalaDAR;3;95;MAKSOY4N;No;1942.14;12/19/2017;5/29/2018;-13.666667;34.25;606;95
2017;S17_2_MW_DAR1;ChitalaDAR;3;96;Songda;No;2038.97;12/19/2017;5/29/2018;-13.666667;34.25;606;96
2017;S17_2_MW_DAR1;ChitalaDAR;3;97;Quarshie;No;1749.66;12/19/2017;5/29/2018;-13.666667;34.25;606;97
2017;S17_2_MW_DAR1;ChitalaDAR;3;98;TGx200110DM;No;2141.43;12/19/2017;5/29/2018;-13.666667;34.25;606;98
2017;S17_2_MW_DAR1;ChitalaDAR;3;99;TGx20011DM;No;2174.75;12/19/2017;5/29/2018;-13.666667;34.25;606;99
2017;S17_2_MW_DAR1;ChitalaDAR;3;100;Afayak;No;1225.24;12/19/2017;5/29/2018;-13.666667;34.25;606;100
2017;S17_2_MW_DAR1;ChitalaDAR;3;101;TGx198818F;No;1041.37;12/19/2017;5/29/2018;-13.666667;34.25;606;101
2017;S17_2_MW_DAR1;ChitalaDAR;3;102;SCSERENADE;No;1356.48;12/19/2017;5/29/2018;-13.666667;34.25;606;102
2017;S17_2_MW_DAR1;ChitalaDAR;3;103;TGx201419FM;No;1499.06;12/19/2017;5/29/2018;-13.666667;34.25;606;103
2017;S17_2_MW_DAR1;ChitalaDAR;3;104;TGx200124DM;No;974.49;12/19/2017;5/29/2018;-13.666667;34.25;606;104
2017;S17_2_MW_DAR1;ChitalaDAR;3;105;TGx200113DM;No;1554.94;12/19/2017;5/29/2018;-13.666667;34.25;606;105
2017;S17_2_MW_DAR1;ChitalaDAR;3;106;SuongPungun;No;1009.97;12/19/2017;5/29/2018;-13.666667;34.25;606;106
2017;S17_2_MW_DAR1;ChitalaDAR;3;107;NASOKO;Yes;1019.27;12/19/2017;5/29/2018;-13.666667;34.25;606;107
2017;S17_2_MW_DAR1;ChitalaDAR;3;108;S1141538;No;707.81;12/19/2017;5/29/2018;-13.666667;34.25;606;108
2017;S17_2_MW_DAR2;ChitedzeDAR;1;4;TIKOLORE;Yes;1479.62;12/18/2017;05/09/2018;-13.983333;33.633333;1097;112
2017;S17_2_MW_DAR2;ChitedzeDAR;1;5;TGx201419FM;No;1743.16;12/18/2017;05/09/2018;-13.983333;33.633333;1097;113
2017;S17_2_MW_DAR2;ChitedzeDAR;1;6;TGx200110DM;No;2349.15;12/18/2017;05/09/2018;-13.983333;33.633333;1097;114
2017;S17_2_MW_DAR2;ChitedzeDAR;1;7;TGx200223DM;No;718.91;12/18/2017;05/09/2018;-13.983333;33.633333;1097;115
2017;S17_2_MW_DAR2;ChitedzeDAR;1;8;TGx198762F;No;2242.48;12/18/2017;05/09/2018;-13.983333;33.633333;1097;116
2017;S17_2_MW_DAR2;ChitedzeDAR;1;9;Lukanga;No;1889.34;12/18/2017;05/09/2018;-13.983333;33.633333;1097;117
2017;S17_2_MW_DAR2;ChitedzeDAR;1;10;TGx20145GM;No;2158.66;12/18/2017;05/09/2018;-13.983333;33.633333;1097;118
2017;S17_2_MW_DAR2;ChitedzeDAR;1;11;MAKSOY1N;No;1567.23;12/18/2017;05/09/2018;-13.983333;33.633333;1097;119
2017;S17_2_MW_DAR2;ChitedzeDAR;1;12;MAKSOY3N;No;1083.39;12/18/2017;05/09/2018;-13.983333;33.633333;1097;120
2017;S17_2_MW_DAR2;ChitedzeDAR;1;13;TGx200214DM;No;1695.5;12/18/2017;05/09/2018;-13.983333;33.633333;1097;121
2017;S17_2_MW_DAR2;ChitedzeDAR;1;14;Jenguma;No;554.23;12/18/2017;05/09/2018;-13.983333;33.633333;1097;122
2017;S17_2_MW_DAR2;ChitedzeDAR;1;15;MAKSOY5N;No;2067.96;12/18/2017;05/09/2018;-13.983333;33.633333;1097;123
2017;S17_2_MW_DAR2;ChitedzeDAR;1;16;TGx20013FM;No;1818.18;12/18/2017;05/09/2018;-13.983333;33.633333;1097;124
2017;S17_2_MW_DAR2;ChitedzeDAR;1;17;TGx199122F;No;1520.69;12/18/2017;05/09/2018;-13.983333;33.633333;1097;125
2017;S17_2_MW_DAR2;ChitedzeDAR;1;18;TGx20018DM;No;1616.51;12/18/2017;05/09/2018;-13.983333;33.633333;1097;126
2017;S17_2_MW_DAR2;ChitedzeDAR;1;19;MAKSOY4N;No;1870.57;12/18/2017;05/09/2018;-13.983333;33.633333;1097;127
2017;S17_2_MW_DAR2;ChitedzeDAR;1;20;TGx198818F;No;1794.11;12/18/2017;05/09/2018;-13.983333;33.633333;1097;128
2017;S17_2_MW_DAR2;ChitedzeDAR;1;21;Songda;No;417.7;12/18/2017;05/09/2018;-13.983333;33.633333;1097;129
2017;S17_2_MW_DAR2;ChitedzeDAR;1;22;MRIDINA;No;2550.51;12/18/2017;05/09/2018;-13.983333;33.633333;1097;130
2017;S17_2_MW_DAR2;ChitedzeDAR;1;23;TGx200113DM;No;2267.21;12/18/2017;05/09/2018;-13.983333;33.633333;1097;131
2017;S17_2_MW_DAR2;ChitedzeDAR;1;24;S1075693;No;2978.56;12/18/2017;05/09/2018;-13.983333;33.633333;1097;132
2017;S17_2_MW_DAR2;ChitedzeDAR;1;26;Afayak;No;875.74;12/18/2017;05/09/2018;-13.983333;33.633333;1097;134
2017;S17_2_MW_DAR2;ChitedzeDAR;1;27;Quarshie;No;1933.93;12/18/2017;05/09/2018;-13.983333;33.633333;1097;135
2017;S17_2_MW_DAR2;ChitedzeDAR;1;28;NASOKO;Yes;1455.67;12/18/2017;05/09/2018;-13.983333;33.633333;1097;136
2017;S17_2_MW_DAR2;ChitedzeDAR;1;29;SalintuyaI;No;;12/18/2017;05/09/2018;-13.983333;33.633333;1097;137
2017;S17_2_MW_DAR2;ChitedzeDAR;1;30;TGx198960F;No;2013.71;12/18/2017;05/09/2018;-13.983333;33.633333;1097;138
2017;S17_2_MW_DAR2;ChitedzeDAR;1;31;SCSERENADE;No;1987.55;12/18/2017;05/09/2018;-13.983333;33.633333;1097;139
2017;S17_2_MW_DAR2;ChitedzeDAR;1;32;Kaleya;No;1773.77;12/18/2017;05/09/2018;-13.983333;33.633333;1097;140
2017;S17_2_MW_DAR2;ChitedzeDAR;1;33;TGx200124DM;No;1688.5;12/18/2017;05/09/2018;-13.983333;33.633333;1097;141
2017;S17_2_MW_DAR2;ChitedzeDAR;1;34;S107967;No;1730.03;12/18/2017;05/09/2018;-13.983333;33.633333;1097;142
2017;S17_2_MW_DAR2;ChitedzeDAR;1;35;MAKSOY2N;No;1890.47;12/18/2017;05/09/2018;-13.983333;33.633333;1097;143
2017;S17_2_MW_DAR2;ChitedzeDAR;1;36;TGx20011DM;No;1830.72;12/18/2017;05/09/2018;-13.983333;33.633333;1097;144
2017;S17_2_MW_DAR2;ChitedzeDAR;2;37;TGx200124DM;No;3031.03;12/18/2017;05/09/2018;-13.983333;33.633333;1097;145
2017;S17_2_MW_DAR2;ChitedzeDAR;2;38;Makwacha;Yes;2234.95;12/18/2017;05/09/2018;-13.983333;33.633333;1097;146
2017;S17_2_MW_DAR2;ChitedzeDAR;2;39;S1141538;No;2847.84;12/18/2017;05/09/2018;-13.983333;33.633333;1097;147
2017;S17_2_MW_DAR2;ChitedzeDAR;2;40;MAKSOY3N;No;1764.31;12/18/2017;05/09/2018;-13.983333;33.633333;1097;148
2017;S17_2_MW_DAR2;ChitedzeDAR;2;41;TGx200113DM;No;2540.94;12/18/2017;05/09/2018;-13.983333;33.633333;1097;149
2017;S17_2_MW_DAR2;ChitedzeDAR;2;42;TGx20011DM;No;2477.49;12/18/2017;05/09/2018;-13.983333;33.633333;1097;150
2017;S17_2_MW_DAR2;ChitedzeDAR;2;43;MAKSOY5N;No;1775.55;12/18/2017;05/09/2018;-13.983333;33.633333;1097;151
2017;S17_2_MW_DAR2;ChitedzeDAR;2;44;Kaleya;No;1686.88;12/18/2017;05/09/2018;-13.983333;33.633333;1097;152
2017;S17_2_MW_DAR2;ChitedzeDAR;2;45;SuongPungun;No;1223.45;12/18/2017;05/09/2018;-13.983333;33.633333;1097;153
2017;S17_2_MW_DAR2;ChitedzeDAR;2;46;S107967;No;2934.82;12/18/2017;05/09/2018;-13.983333;33.633333;1097;154
2017;S17_2_MW_DAR2;ChitedzeDAR;2;47;TGx198762F;No;2232.87;12/18/2017;05/09/2018;-13.983333;33.633333;1097;155
2017;S17_2_MW_DAR2;ChitedzeDAR;2;48;TGx199122F;No;2555.24;12/18/2017;05/09/2018;-13.983333;33.633333;1097;156
2017;S17_2_MW_DAR2;ChitedzeDAR;2;49;MAKSOY1N;No;1442.63;12/18/2017;05/09/2018;-13.983333;33.633333;1097;157
2017;S17_2_MW_DAR2;ChitedzeDAR;2;50;TGx200223DM;No;1880.77;12/18/2017;05/09/2018;-13.983333;33.633333;1097;158
2017;S17_2_MW_DAR2;ChitedzeDAR;2;51;SCSERENADE;No;2431.1;12/18/2017;05/09/2018;-13.983333;33.633333;1097;159
2017;S17_2_MW_DAR2;ChitedzeDAR;2;52;Quarshie;No;660.29;12/18/2017;05/09/2018;-13.983333;33.633333;1097;160
2017;S17_2_MW_DAR2;ChitedzeDAR;2;53;MRIDINA;No;1662.15;12/18/2017;05/09/2018;-13.983333;33.633333;1097;161
2017;S17_2_MW_DAR2;ChitedzeDAR;2;54;TGx198818F;No;1956.64;12/18/2017;05/09/2018;-13.983333;33.633333;1097;162
2017;S17_2_MW_DAR2;ChitedzeDAR;2;55;MAKSOY2N;No;2176.83;12/18/2017;05/09/2018;-13.983333;33.633333;1097;163
2017;S17_2_MW_DAR2;ChitedzeDAR;2;56;TGx200110DM;No;2678.96;12/18/2017;05/09/2018;-13.983333;33.633333;1097;164
2017;S17_2_MW_DAR2;ChitedzeDAR;2;57;MAKSOY4N;No;1776.28;12/18/2017;05/09/2018;-13.983333;33.633333;1097;165
2017;S17_2_MW_DAR2;ChitedzeDAR;2;58;S1075693;No;3348.69;12/18/2017;05/09/2018;-13.983333;33.633333;1097;166
2017;S17_2_MW_DAR2;ChitedzeDAR;2;59;TIKOLORE;Yes;2314.15;12/18/2017;05/09/2018;-13.983333;33.633333;1097;167
2017;S17_2_MW_DAR2;ChitedzeDAR;2;60;Jenguma;No;1532.54;12/18/2017;05/09/2018;-13.983333;33.633333;1097;168
2017;S17_2_MW_DAR2;ChitedzeDAR;2;61;TGx198960F;No;2870.01;12/18/2017;05/09/2018;-13.983333;33.633333;1097;169
2017;S17_2_MW_DAR2;ChitedzeDAR;2;62;TGx20013FM;No;1625.62;12/18/2017;05/09/2018;-13.983333;33.633333;1097;170
2017;S17_2_MW_DAR2;ChitedzeDAR;2;63;TGx200214DM;No;2360.82;12/18/2017;05/09/2018;-13.983333;33.633333;1097;171
2017;S17_2_MW_DAR2;ChitedzeDAR;2;64;Songda;No;369.49;12/18/2017;05/09/2018;-13.983333;33.633333;1097;172
2017;S17_2_MW_DAR2;ChitedzeDAR;2;65;TGx201419FM;No;2101.78;12/18/2017;05/09/2018;-13.983333;33.633333;1097;173
2017;S17_2_MW_DAR2;ChitedzeDAR;2;66;TGx20018DM;No;1785.58;12/18/2017;05/09/2018;-13.983333;33.633333;1097;174
2017;S17_2_MW_DAR2;ChitedzeDAR;2;67;NASOKO;Yes;1773.54;12/18/2017;05/09/2018;-13.983333;33.633333;1097;175
2017;S17_2_MW_DAR2;ChitedzeDAR;2;68;SalintuyaI;No;;12/18/2017;05/09/2018;-13.983333;33.633333;1097;176
2017;S17_2_MW_DAR2;ChitedzeDAR;2;69;TGx20145GM;No;1696.14;12/18/2017;05/09/2018;-13.983333;33.633333;1097;177
2017;S17_2_MW_DAR2;ChitedzeDAR;2;70;Afayak;No;889.93;12/18/2017;05/09/2018;-13.983333;33.633333;1097;178
2017;S17_2_MW_DAR2;ChitedzeDAR;2;71;S11395120;No;2138.18;12/18/2017;05/09/2018;-13.983333;33.633333;1097;179
2017;S17_2_MW_DAR2;ChitedzeDAR;2;72;Lukanga;No;1356.33;12/18/2017;05/09/2018;-13.983333;33.633333;1097;180
2017;S17_2_MW_DAR2;ChitedzeDAR;3;73;TGx200214DM;No;2465.43;12/18/2017;05/09/2018;-13.983333;33.633333;1097;181
2017;S17_2_MW_DAR2;ChitedzeDAR;3;74;SCSERENADE;No;2287.05;12/18/2017;05/09/2018;-13.983333;33.633333;1097;182
2017;S17_2_MW_DAR2;ChitedzeDAR;3;75;MRIDINA;No;2236.24;12/18/2017;05/09/2018;-13.983333;33.633333;1097;183
2017;S17_2_MW_DAR2;ChitedzeDAR;3;76;TGx200223DM;No;1534.48;12/18/2017;05/09/2018;-13.983333;33.633333;1097;184
2017;S17_2_MW_DAR2;ChitedzeDAR;3;77;MAKSOY3N;No;2173.73;12/18/2017;05/09/2018;-13.983333;33.633333;1097;185
2017;S17_2_MW_DAR2;ChitedzeDAR;3;79;Lukanga;No;1636.83;12/18/2017;05/09/2018;-13.983333;33.633333;1097;187
2017;S17_2_MW_DAR2;ChitedzeDAR;3;80;S1075693;No;2505.33;12/18/2017;05/09/2018;-13.983333;33.633333;1097;188
2017;S17_2_MW_DAR2;ChitedzeDAR;3;81;TGx200113DM;No;2228.3;12/18/2017;05/09/2018;-13.983333;33.633333;1097;189
2017;S17_2_MW_DAR2;ChitedzeDAR;3;82;TGx198960F;No;2031.93;12/18/2017;05/09/2018;-13.983333;33.633333;1097;190
2017;S17_2_MW_DAR2;ChitedzeDAR;3;83;TGx200124DM;No;1916.43;12/18/2017;05/09/2018;-13.983333;33.633333;1097;191
2017;S17_2_MW_DAR2;ChitedzeDAR;3;84;TGx198818F;No;1185.43;12/18/2017;05/09/2018;-13.983333;33.633333;1097;192
2017;S17_2_MW_DAR2;ChitedzeDAR;3;86;TIKOLORE;Yes;1517.59;12/18/2017;05/09/2018;-13.983333;33.633333;1097;194
2017;S17_2_MW_DAR2;ChitedzeDAR;3;87;MAKSOY5N;No;1601.82;12/18/2017;05/09/2018;-13.983333;33.633333;1097;195
2017;S17_2_MW_DAR2;ChitedzeDAR;3;88;MAKSOY4N;No;1779.56;12/18/2017;05/09/2018;-13.983333;33.633333;1097;196
2017;S17_2_MW_DAR2;ChitedzeDAR;3;89;NASOKO;Yes;2124.56;12/18/2017;05/09/2018;-13.983333;33.633333;1097;197
2017;S17_2_MW_DAR2;ChitedzeDAR;3;90;Makwacha;Yes;1470.38;12/18/2017;05/09/2018;-13.983333;33.633333;1097;198
2017;S17_2_MW_DAR2;ChitedzeDAR;3;91;Songda;No;444.89;12/18/2017;05/09/2018;-13.983333;33.633333;1097;199
2017;S17_2_MW_DAR2;ChitedzeDAR;3;92;TGx200110DM;No;1394.52;12/18/2017;05/09/2018;-13.983333;33.633333;1097;200
2017;S17_2_MW_DAR2;ChitedzeDAR;3;93;Kaleya;No;1332.87;12/18/2017;05/09/2018;-13.983333;33.633333;1097;201
2017;S17_2_MW_DAR2;ChitedzeDAR;3;94;TGx20145GM;No;2965.94;12/18/2017;05/09/2018;-13.983333;33.633333;1097;202
2017;S17_2_MW_DAR2;ChitedzeDAR;3;95;SalintuyaI;No;;12/18/2017;05/09/2018;-13.983333;33.633333;1097;203
