year;env;location;rep;plot;gen;check;yield;plant;harvest;lat;lon;elev;row_id
2018;S18_2_MW_HFA7;LisungwiHFA;3;86;Panorama3;No;2071;12/07/2018;4/27/2019;-14.216667;33.7;1156;1612
2018;S18_2_MW_HFA7;LisungwiHFA;3;88;S1187537;No;2755;12/07/2018;4/27/2019;-14.216667;33.7;1156;1614
2018;S18_2_MW_HFA7;LisungwiHFA;3;89;Dundee;No;3695;12/07/2018;4/27/2019;-14.216667;33.7;1156;1615
2018;S18_2_MW_HFA7;LisungwiHFA;3;90;Makwacha;Yes;2926;12/07/2018;4/27/2019;-14.216667;33.7;1156;1616
2018;S18_2_MW_PYX5;MpalePYX;1;1;SCSAGA;No;3412;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1617
2018;S18_2_MW_PYX5;MpalePYX;1;3;MAKSOY5N;No;2816;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1619
2018;S18_2_MW_PYX5;MpalePYX;1;4;Panorama3;No;3127;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1620
2018;S18_2_MW_PYX5;MpalePYX;1;5;SCSENTINEL;No;2789;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1621
2018;S18_2_MW_PYX5;MpalePYX;1;6;SCSPIKE;No;3181;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1622
2018;S18_2_MW_PYX5;MpalePYX;1;7;TGx201416FM;No;2497;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1623
2018;S18_2_MW_PYX5;MpalePYX;1;8;S1180554;No;1611;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1624
2018;S18_2_MW_PYX5;MpalePYX;1;9;SCSIGNAL;No;2786;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1625
2018;S18_2_MW_PYX5;MpalePYX;1;10;MRIDINA;No;2188;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1626
2018;S18_2_MW_PYX5;MpalePYX;1;12;TGx199122F;No;971;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1628
2018;S18_2_MW_PYX5;MpalePYX;1;13;TIKOLORE;Yes;2078;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1629
2018;S18_2_MW_PYX5;MpalePYX;1;14;S1150522;No;2888;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1630
2018;S18_2_MW_PYX5;MpalePYX;1;15;SCS1;No;2474;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1631
2018;S18_2_MW_PYX5;MpalePYX;1;17;TGx198762F;No;2059;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1633
2018;S18_2_MW_PYX5;MpalePYX;1;18;SSS500;No;1919;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1634
2018;S18_2_MW_PYX5;MpalePYX;1;19;IBIS2000;No;1743;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1635
2018;S18_2_MW_PYX5;MpalePYX;1;20;NASOKO;Yes;2044;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1636
2018;S18_2_MW_PYX5;MpalePYX;1;21;Lukanga;No;2433;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1637
2018;S18_2_MW_PYX5;MpalePYX;1;22;S107967;No;1970;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1638
2018;S18_2_MW_PYX5;MpalePYX;1;23;EGRET;No;1261;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1639
2018;S18_2_MW_PYX5;MpalePYX;1;25;Makwacha;Yes;1942;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1641
2018;S18_2_MW_PYX5;MpalePYX;1;26;HERON;No;1733;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1642
2018;S18_2_MW_PYX5;MpalePYX;1;27;Kaleya;No;2224;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1643
2018;S18_2_MW_PYX5;MpalePYX;1;28;S1187537;No;2481;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1644
2018;S18_2_MW_PYX5;MpalePYX;1;29;S1146525;No;2003;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1645
2018;S18_2_MW_PYX5;MpalePYX;1;30;Panorama358;No;1763;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1646
2018;S18_2_MW_PYX5;MpalePYX;2;31;Dundee;No;2761;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1647
2018;S18_2_MW_PYX5;MpalePYX;2;32;HERON;No;1574;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1648
2018;S18_2_MW_PYX5;MpalePYX;2;33;MRIDINA;No;2444;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1649
2018;S18_2_MW_PYX5;MpalePYX;2;34;S107967;No;2646;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1650
2018;S18_2_MW_PYX5;MpalePYX;2;35;TGx198762F;No;2727;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1651
2018;S18_2_MW_PYX5;MpalePYX;2;36;Kaleya;No;2882;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1652
2018;S18_2_MW_PYX5;MpalePYX;2;37;Panorama3;No;2405;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1653
2018;S18_2_MW_PYX5;MpalePYX;2;38;IBIS2000;No;1968;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1654
2018;S18_2_MW_PYX5;MpalePYX;2;39;EGRET;No;799;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1655
2018;S18_2_MW_PYX5;MpalePYX;2;40;TGx199122F;No;2546;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1656
2018;S18_2_MW_PYX5;MpalePYX;2;41;TIKOLORE;Yes;2039;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1657
2018;S18_2_MW_PYX5;MpalePYX;2;42;CLARK63K;No;1658;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1658
2018;S18_2_MW_PYX5;MpalePYX;2;43;SCSPIKE;No;2867;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1659
2018;S18_2_MW_PYX5;MpalePYX;2;44;Panorama29I;No;2429;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1660
2018;S18_2_MW_PYX5;MpalePYX;2;45;S1146525;No;3426;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1661
2018;S18_2_MW_PYX5;MpalePYX;2;46;NASOKO;Yes;1598;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1662
2018;S18_2_MW_PYX5;MpalePYX;2;47;SCSAGA;No;3270;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1663
2018;S18_2_MW_PYX5;MpalePYX;2;48;TGx201416FM;No;2363;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1664
2018;S18_2_MW_PYX5;MpalePYX;2;49;Lukanga;No;1722;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1665
2018;S18_2_MW_PYX5;MpalePYX;2;50;S1150522;No;1818;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1666
2018;S18_2_MW_PYX5;MpalePYX;2;51;SSS500;No;2437;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1667
2018;S18_2_MW_PYX5;MpalePYX;2;52;SCSIGNAL;No;2111;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1668
2018;S18_2_MW_PYX5;MpalePYX;2;53;SCS1;No;2130;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1669
2018;S18_2_MW_PYX5;MpalePYX;2;54;S1187537;No;1989;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1670
2018;S18_2_MW_PYX5;MpalePYX;2;55;SCSENTINEL;No;2603;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1671
2018;S18_2_MW_PYX5;MpalePYX;2;56;MAKSOY5N;No;1942;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1672
2018;S18_2_MW_PYX5;MpalePYX;2;57;S114054;No;2253;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1673
2018;S18_2_MW_PYX5;MpalePYX;2;58;Makwacha;Yes;2276;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1674
2018;S18_2_MW_PYX5;MpalePYX;2;59;Panorama358;No;1596;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1675
2018;S18_2_MW_PYX5;MpalePYX;2;60;S1180554;No;1371;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1676
2018;S18_2_MW_PYX5;MpalePYX;3;61;Kaleya;No;2223;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1677
2018;S18_2_MW_PYX5;MpalePYX;3;62;S114054;No;2167;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1678
2018;S18_2_MW_PYX5;MpalePYX;3;63;S107967;No;2533;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1679
2018;S18_2_MW_PYX5;MpalePYX;3;64;S1150522;No;2187;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1680
2018;S18_2_MW_PYX5;MpalePYX;3;66;S1146525;No;2642;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1682
2018;S18_2_MW_PYX5;MpalePYX;3;67;SCSIGNAL;No;3369;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1683
2018;S18_2_MW_PYX5;MpalePYX;3;68;Makwacha;Yes;2273;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1684
2018;S18_2_MW_PYX5;MpalePYX;3;69;IBIS2000;No;2532;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1685
2018;S18_2_MW_PYX5;MpalePYX;3;70;Dundee;No;2342;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1686
2018;S18_2_MW_PYX5;MpalePYX;3;71;SCSPIKE;No;2833;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1687
2018;S18_2_MW_PYX5;MpalePYX;3;72;EGRET;No;1932;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1688
2018;S18_2_MW_PYX5;MpalePYX;3;73;NASOKO;Yes;2556;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1689
2018;S18_2_MW_PYX5;MpalePYX;3;74;SCS1;No;1655;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1690
2018;S18_2_MW_PYX5;MpalePYX;3;75;MAKSOY5N;No;1880;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1691
2018;S18_2_MW_PYX5;MpalePYX;3;76;SSS500;No;1681;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1692
2018;S18_2_MW_PYX5;MpalePYX;3;77;S1180554;No;2434;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1693
2018;S18_2_MW_PYX5;MpalePYX;3;78;Lukanga;No;3465;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1694
2018;S18_2_MW_PYX5;MpalePYX;3;79;HERON;No;3059;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1695
2018;S18_2_MW_PYX5;MpalePYX;3;80;Panorama3;No;2102;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1696
2018;S18_2_MW_PYX5;MpalePYX;3;81;S1187537;No;3610;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1697
2018;S18_2_MW_PYX5;MpalePYX;3;82;SCSAGA;No;3742;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1698
2018;S18_2_MW_PYX5;MpalePYX;3;83;TGx199122F;No;2104;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1699
2018;S18_2_MW_PYX5;MpalePYX;3;84;MRIDINA;No;2406;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1700
2018;S18_2_MW_PYX5;MpalePYX;3;85;Panorama29I;No;2807;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1701
2018;S18_2_MW_PYX5;MpalePYX;3;86;TGx198762F;No;2705;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1702
2018;S18_2_MW_PYX5;MpalePYX;3;87;TGx201416FM;No;3240;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1703
2018;S18_2_MW_PYX5;MpalePYX;3;88;TIKOLORE;Yes;2490;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1704
2018;S18_2_MW_PYX5;MpalePYX;3;89;Panorama358;No;1957;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1705
2018;S18_2_MW_PYX5;MpalePYX;3;90;SCSENTINEL;No;2890;12/17/2018;4/28/2019;-13.4186;33.61448;1101;1706
2018;S18_2_MW_PYX6;ChilangaPYX;1;1;Dundee;No;1699;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1707
2018;S18_2_MW_PYX6;ChilangaPYX;1;2;SCSIGNAL;No;1523;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1708
2018;S18_2_MW_PYX6;ChilangaPYX;1;3;SCSENTINEL;No;1293;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1709
2018;S18_2_MW_PYX6;ChilangaPYX;1;4;EGRET;No;1074;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1710
2018;S18_2_MW_PYX6;ChilangaPYX;1;5;HERON;No;1329;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1711
2018;S18_2_MW_PYX6;ChilangaPYX;1;6;Panorama358;No;1178;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1712
2018;S18_2_MW_PYX6;ChilangaPYX;1;7;Makwacha;Yes;1402;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1713
2018;S18_2_MW_PYX6;ChilangaPYX;1;8;MRIDINA;No;1839;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1714
2018;S18_2_MW_PYX6;ChilangaPYX;1;9;S114054;No;1672;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1715
2018;S18_2_MW_PYX6;ChilangaPYX;1;10;SSS500;No;1405;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1716
2018;S18_2_MW_PYX6;ChilangaPYX;1;11;S1150522;No;1389;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1717
2018;S18_2_MW_PYX6;ChilangaPYX;1;12;Panorama29I;No;973;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1718
2018;S18_2_MW_PYX6;ChilangaPYX;1;14;S107967;No;1705;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1720
2018;S18_2_MW_PYX6;ChilangaPYX;1;15;S1146525;No;1247;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1721
2018;S18_2_MW_PYX6;ChilangaPYX;1;17;IBIS2000;No;1432;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1723
2018;S18_2_MW_PYX6;ChilangaPYX;1;18;KNSOY006Gazelle;No;1814;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1724
2018;S18_2_MW_PYX6;ChilangaPYX;1;19;Lukanga;No;1214;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1725
2018;S18_2_MW_PYX6;ChilangaPYX;1;20;NASOKO;Yes;1138;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1726
2018;S18_2_MW_PYX6;ChilangaPYX;1;21;Kaleya;No;1851;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1727
2018;S18_2_MW_PYX6;ChilangaPYX;1;22;Panorama3;No;978;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1728
2018;S18_2_MW_PYX6;ChilangaPYX;1;23;S1180554;No;1666;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1729
2018;S18_2_MW_PYX6;ChilangaPYX;1;24;BlackHawk;No;1247;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1730
2018;S18_2_MW_PYX6;ChilangaPYX;1;25;SCSAGA;No;1727;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1731
2018;S18_2_MW_PYX6;ChilangaPYX;1;26;S1187537;No;1629;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1732
2018;S18_2_MW_PYX6;ChilangaPYX;1;27;TIKOLORE;Yes;2620;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1733
2018;S18_2_MW_PYX6;ChilangaPYX;1;29;SCSPIKE;No;1118;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1735
2018;S18_2_MW_PYX6;ChilangaPYX;1;30;MAKSOY5N;No;1692;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1736
2018;S18_2_MW_PYX6;ChilangaPYX;2;31;TGx199122F;No;3370;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1737
2018;S18_2_MW_PYX6;ChilangaPYX;2;32;NASOKO;Yes;1267;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1738
2018;S18_2_MW_PYX6;ChilangaPYX;2;33;SCSPIKE;No;1613;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1739
2018;S18_2_MW_PYX6;ChilangaPYX;2;34;Panorama358;No;1650;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1740
2018;S18_2_MW_PYX6;ChilangaPYX;2;35;S1180554;No;1357;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1741
2018;S18_2_MW_PYX6;ChilangaPYX;2;36;TGx198762F;No;3710;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1742
2018;S18_2_MW_PYX6;ChilangaPYX;2;37;EGRET;No;1110;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1743
2018;S18_2_MW_PYX6;ChilangaPYX;2;38;S114054;No;1531;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1744
2018;S18_2_MW_PYX6;ChilangaPYX;2;39;BlackHawk;No;1541;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1745
2018;S18_2_MW_PYX6;ChilangaPYX;2;40;Lukanga;No;1464;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1746
2018;S18_2_MW_PYX6;ChilangaPYX;2;42;TIKOLORE;Yes;3408;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1748
2018;S18_2_MW_PYX6;ChilangaPYX;2;43;Makwacha;Yes;1277;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1749
2018;S18_2_MW_PYX6;ChilangaPYX;2;44;SCSIGNAL;No;1803;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1750
2018;S18_2_MW_PYX6;ChilangaPYX;2;45;Kaleya;No;1844;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1751
2018;S18_2_MW_PYX6;ChilangaPYX;2;46;S1150522;No;1426;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1752
2018;S18_2_MW_PYX6;ChilangaPYX;2;47;SCSAGA;No;1214;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1753
2018;S18_2_MW_PYX6;ChilangaPYX;2;48;HERON;No;1229;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1754
2018;S18_2_MW_PYX6;ChilangaPYX;2;49;S1187537;No;1430;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1755
2018;S18_2_MW_PYX6;ChilangaPYX;2;50;IBIS2000;No;1574;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1756
2018;S18_2_MW_PYX6;ChilangaPYX;2;51;SSS500;No;1672;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1757
2018;S18_2_MW_PYX6;ChilangaPYX;2;52;Panorama29I;No;777;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1758
2018;S18_2_MW_PYX6;ChilangaPYX;2;53;SCSENTINEL;No;1986;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1759
2018;S18_2_MW_PYX6;ChilangaPYX;2;54;MAKSOY5N;No;3240;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1760
2018;S18_2_MW_PYX6;ChilangaPYX;2;55;TGx201416FM;No;291;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1761
2018;S18_2_MW_PYX6;ChilangaPYX;2;56;MRIDINA;No;2619;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1762
2018;S18_2_MW_PYX6;ChilangaPYX;2;57;S1146525;No;1006;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1763
2018;S18_2_MW_PYX6;ChilangaPYX;2;58;Dundee;No;1269;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1764
2018;S18_2_MW_PYX6;ChilangaPYX;2;59;Panorama3;No;1017;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1765
2018;S18_2_MW_PYX6;ChilangaPYX;2;60;KNSOY006Gazelle;No;1256;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1766
2018;S18_2_MW_PYX6;ChilangaPYX;3;61;EGRET;No;1560;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1767
2018;S18_2_MW_PYX6;ChilangaPYX;3;62;SCSPIKE;No;1582;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1768
2018;S18_2_MW_PYX6;ChilangaPYX;3;63;IBIS2000;No;1268;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1769
2018;S18_2_MW_PYX6;ChilangaPYX;3;64;Panorama29I;No;1307;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1770
2018;S18_2_MW_PYX6;ChilangaPYX;3;65;Kaleya;No;2008;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1771
2018;S18_2_MW_PYX6;ChilangaPYX;3;66;TIKOLORE;Yes;4015;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1772
2018;S18_2_MW_PYX6;ChilangaPYX;3;67;HERON;No;1425;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1773
2018;S18_2_MW_PYX6;ChilangaPYX;3;68;S1146525;No;1543;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1774
2018;S18_2_MW_PYX6;ChilangaPYX;3;69;NASOKO;Yes;1768;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1775
2018;S18_2_MW_PYX6;ChilangaPYX;3;70;SSS500;No;1513;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1776
2018;S18_2_MW_PYX6;ChilangaPYX;3;71;KNSOY006Gazelle;No;1245;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1777
2018;S18_2_MW_PYX6;ChilangaPYX;3;73;Panorama358;No;990;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1779
2018;S18_2_MW_PYX6;ChilangaPYX;3;74;SCSAGA;No;1653;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1780
2018;S18_2_MW_PYX6;ChilangaPYX;3;75;SCSIGNAL;No;1650;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1781
2018;S18_2_MW_PYX6;ChilangaPYX;3;76;SCSENTINEL;No;2132;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1782
2018;S18_2_MW_PYX6;ChilangaPYX;3;78;S1187537;No;1362;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1784
2018;S18_2_MW_PYX6;ChilangaPYX;3;79;S114054;No;1615;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1785
2018;S18_2_MW_PYX6;ChilangaPYX;3;80;Panorama3;No;981;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1786
2018;S18_2_MW_PYX6;ChilangaPYX;3;81;MRIDINA;No;2616;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1787
2018;S18_2_MW_PYX6;ChilangaPYX;3;82;Lukanga;No;1613;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1788
2018;S18_2_MW_PYX6;ChilangaPYX;3;83;MAKSOY5N;No;3813;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1789
2018;S18_2_MW_PYX6;ChilangaPYX;3;84;S1180554;No;1663;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1790
2018;S18_2_MW_PYX6;ChilangaPYX;3;85;S1150522;No;2208;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1791
2018;S18_2_MW_PYX6;ChilangaPYX;3;86;Dundee;No;1948;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1792
2018;S18_2_MW_PYX6;ChilangaPYX;3;87;Makwacha;Yes;1765;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1793
2018;S18_2_MW_PYX6;ChilangaPYX;3;88;TGx199122F;No;3837;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1794
2018;S18_2_MW_PYX6;ChilangaPYX;3;89;BlackHawk;No;1741;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1795
2018;S18_2_MW_PYX6;ChilangaPYX;3;90;TGx201416FM;No;298;12/21/2018;4/26/2019;-12.942194;33.466389;1020;1796
2019;S19_1_MW_DAR1;BwanjeDAR;1;1;KNSOY001Nyala;No;3429.8;7/14/2019;12/03/2019;-14.263817;34.5703;503;1797
2019;S19_1_MW_DAR1;BwanjeDAR;1;2;H296;No;3108.5;7/14/2019;12/03/2019;-14.263817;34.5703;503;1798
2019;S19_1_MW_DAR1;BwanjeDAR;1;3;T267;No;3658.6;7/14/2019;12/03/2019;-14.263817;34.5703;503;1799
2019;S19_1_MW_DAR1;BwanjeDAR;1;4;IBIS2000;No;4066.7;7/14/2019;12/03/2019;-14.263817;34.5703;503;1800
2019;S19_1_MW_DAR1;BwanjeDAR;1;5;CLARK63K;No;3573.9;7/14/2019;12/03/2019;-14.263817;34.5703;503;1801
2019;S19_1_MW_DAR1;BwanjeDAR;1;6;SCS1;No;5311.2;7/14/2019;12/03/2019;-14.263817;34.5703;503;1802
2019;S19_1_MW_DAR1;BwanjeDAR;1;7;EGRET;No;4452;7/14/2019;12/03/2019;-14.263817;34.5703;503;1803
2019;S19_1_MW_DAR1;BwanjeDAR;1;8;Lukanga;No;4701.6;7/14/2019;12/03/2019;-14.263817;34.5703;503;1804
2019;S19_1_MW_DAR1;BwanjeDAR;1;9;KNSOY002EAI3600;No;4078.6;7/14/2019;12/03/2019;-14.263817;34.5703;503;1805
2019;S19_1_MW_DAR1;BwanjeDAR;1;10;S882;No;3522.3;7/14/2019;12/03/2019;-14.263817;34.5703;503;1806
2019;S19_1_MW_DAR1;BwanjeDAR;1;11;A773;No;4767;7/14/2019;12/03/2019;-14.263817;34.5703;503;1807
2019;S19_1_MW_DAR1;BwanjeDAR;1;12;S107967;No;4894.5;7/14/2019;12/03/2019;-14.263817;34.5703;503;1808
2019;S19_1_MW_DAR1;BwanjeDAR;1;13;S121955;No;2196.2;7/14/2019;12/03/2019;-14.263817;34.5703;503;1809
2019;S19_1_MW_DAR1;BwanjeDAR;1;14;SNKGM004;No;2389.1;7/14/2019;12/03/2019;-14.263817;34.5703;503;1810
2019;S19_1_MW_DAR1;BwanjeDAR;1;15;BlackHawk;No;3178.9;7/14/2019;12/03/2019;-14.263817;34.5703;503;1811
2019;S19_1_MW_DAR1;BwanjeDAR;1;16;KNSOY006Gazelle;No;4942.4;7/14/2019;12/03/2019;-14.263817;34.5703;503;1812
2019;S19_1_MW_DAR1;BwanjeDAR;1;17;SNKGM011;No;1747.7;7/14/2019;12/03/2019;-14.263817;34.5703;503;1813
2019;S19_1_MW_DAR1;BwanjeDAR;1;18;S1120242;No;4589.8;7/14/2019;12/03/2019;-14.263817;34.5703;503;1814
2019;S19_1_MW_DAR1;BwanjeDAR;1;19;TIKOLORE;Yes;4439.3;7/14/2019;12/03/2019;-14.263817;34.5703;503;1815
2019;S19_1_MW_DAR1;BwanjeDAR;1;20;TGx199122F;No;3843.3;7/14/2019;12/03/2019;-14.263817;34.5703;503;1816
2019;S19_1_MW_DAR1;BwanjeDAR;1;21;M667;No;1677.6;7/14/2019;12/03/2019;-14.263817;34.5703;503;1817
2019;S19_1_MW_DAR1;BwanjeDAR;1;22;S133851;No;4917.5;7/14/2019;12/03/2019;-14.263817;34.5703;503;1818
2019;S19_1_MW_DAR1;BwanjeDAR;1;23;SNKGM001;No;2558.9;7/14/2019;12/03/2019;-14.263817;34.5703;503;1819
2019;S19_1_MW_DAR1;BwanjeDAR;1;25;LD12459;No;1646.5;7/14/2019;12/03/2019;-14.263817;34.5703;503;1821
